Name,Organization,Date,Location,Profile Link
Mohammed Issa Abu Saada,Freelance,"August 6, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/mohammed-issa-abu-saada/
Mohammed Kamara,SKY-FM,"January 9, 1999",Sierra Leone,https://cpj.org/data/people/mohammed-kamara/
Mohammed Karim al-Badrani,Al-Sharqiyah,"October 5, 2013",Iraq,https://cpj.org/data/people/mohammed-karim-al-badrani/
Mohammed Muslimuddin,Asomiya Pratidin,"April 1, 2008",India,https://cpj.org/data/people/mohammed-muslimuddin/
Mohammed Salahuddin,Takbeer,"December 4, 1994",Pakistan,https://cpj.org/data/people/mohammed-salahuddin/
Mohammed Sayyed Hassan,"All4Syria, Al-Nabaa Media Center","August 1, 2016",Syria,https://cpj.org/data/people/mohammed-sayyed-hassan/
Mohammed Sobh,“Khabar” News Agency,"October 9, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/mohammed-sobh/
Mohammed Taha Mohammed Ahmed,Al-Wifaq,"September 6, 2006",Sudan,https://cpj.org/data/people/mohammed-taha-mohammed-ahmed/
Mohamud Mohamed Yusuf,Radio IQK,"July 4, 2009",Somalia,https://cpj.org/data/people/mohamud-mohamed-yusuf/
Mohan Hussein al-Dhahir,Al-Mashreq,"March 4, 2007",Iraq,https://cpj.org/data/people/mohan-hussein-al-dhahir/
Mohieldin Al Naqeeb,Al-Iraqiya,"June 17, 2008",Iraq,https://cpj.org/data/people/mohieldin-al-naqeeb/
Mohsen Khazaei,Islamic Republic of Iran Broadcasting,"November 12, 2016",Syria,https://cpj.org/data/people/mohsen-khazaei/
Mohyedin Alempour,BBC,"December 12, 1995",Tajikistan,https://cpj.org/data/people/mohyedin-alempour/
Molhem Barakat,Freelance,"December 20, 2013",Syria,https://cpj.org/data/people/molhem-barakat/
Mona al-Bakkour,Al-Thawra and Syria al-Qalaa,"October 3, 2012",Syria,https://cpj.org/data/people/mona-al-bakkour/
Montaser Al Sawaf,Anadolu Agency,"December 1, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/montaser-al-sawaf/
Moolchand Yadav,Freelance,"July 30, 2001",India,https://cpj.org/data/people/moolchand-yadav/
Mosaab al-Obdaallah,Tishreen,"August 22, 2012",Syria,https://cpj.org/data/people/mosaab-al-obdaallah/
Mosaab al-Shami,Rassd News Network,"August 14, 2013",Egypt,https://cpj.org/data/people/mosaab-al-shami/
Mossab Ashour,Freelance,"November 18, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/mossab-ashour/
Mostafa Al Sawaf,MSDR News,"November 18, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/mostafa-al-sawaf/
Mostafa Bakeer,Al Aqsa TV,"November 24, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/mostafa-bakeer/
Mouaz Alomar (Abu Mehdi Al Hamwi),Freelance,"April 25, 2014",Syria,https://cpj.org/data/people/mouaz-alomar-abu-mehdi-al-hamwi/
Mouloud Barroudi,National Agency of Filmed News,"September 25, 1994",Algeria,https://cpj.org/data/people/mouloud-barroudi/
Mounir Bouamrane,TVP,"May 7, 2004",Iraq,https://cpj.org/data/people/mounir-bouamrane/
Mourad Hmaizi,Algerian State Television,"May 27, 1995",Algeria,https://cpj.org/data/people/mourad-hmaizi/
Moussa Al-Borsh,Namaa Radio,"November 12, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/moussa-al-borsh/
Moustapha Ourrad,Charlie Hebdo,"January 7, 2015",France,https://cpj.org/data/people/moustapha-ourrad/
Muammar Khadir Abdelwahad,Al-Ayn,"March 29, 2011",Iraq,https://cpj.org/data/people/muammar-khadir-abdelwahad/
Muawiya Abdel Razek,Freelance,"June 4, 2024",Sudan,https://cpj.org/data/people/muawiya-abdel-razek/
Mubarak al-Abadi,Nabaa Media Foundation,"August 5, 2016",Yemen,https://cpj.org/data/people/mubarak-al-abadi/
Muftah al-Qatrani,Al-Anwar,"April 22, 2015",Libya,https://cpj.org/data/people/muftah-al-qatrani/
Muftah Bu Zeid,Brnieq,"May 26, 2014",Libya,https://cpj.org/data/people/muftah-bu-zeid/
Muhammad al-Ban,Al-Sharqiya,"November 13, 2006",Iraq,https://cpj.org/data/people/muhammad-al-ban/
Muhammad al-Bishawi,"Najah Press Office, IslamOnline","July 31, 2001",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/muhammad-al-bishawi/
Muhammad al-Rabou'e,Al-Qahira,"February 13, 2010",Yemen,https://cpj.org/data/people/muhammad-al-raboue/
Muhammad Arif,ARY Television,"October 19, 2007",Pakistan,https://cpj.org/data/people/muhammad-arif/
Muhammad Hassan Al-Musalama,Revolutionaries of Daraa Al-Muhata – Tariq Al-Sadd,"August 20, 2013",Syria,https://cpj.org/data/people/muhammad-hassan-al-musalama/
Muhammad Salama,Al Aqsa TV,"March 5, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/muhammad-salama/
Muhammad Sayuti Bochari,Pos Makasar,"June 11, 1997",Indonesia,https://cpj.org/data/people/muhammad-sayuti-bochari/
Muhammad Zada Agra,"Sada-e-Malakand,Citizen Journalist PK","November 8, 2021",Pakistan,https://cpj.org/data/people/muhammad-zada-agra/
Muhammed Tariq Jadua,Jisr Al-Shaghur Multimedia Network,"July 27, 2013",Syria,https://cpj.org/data/people/muhammed-tariq-jadua/
Muhannad Ghanem Ahmad al-Obaidi,Dar al-Salam,"September 20, 2007",Iraq,https://cpj.org/data/people/muhannad-ghanem-ahmad-al-obaidi/
Muhsin Khudhair,Alef Ba,"March 13, 2006",Iraq,https://cpj.org/data/people/muhsin-khudhair/
Mukarram Khan Aatif,Freelance,"January 17, 2012",Pakistan,https://cpj.org/data/people/mukarram-khan-aatif/
Mukhtar Mohamed Hirabe,Radio Shabelle,"June 8, 2009",Somalia,https://cpj.org/data/people/mukhtar-mohamed-hirabe/
Mukhtor Bugdiev,Khovar Information Agency,"December, 1992",Tajikistan,https://cpj.org/data/people/mukhtor-bugdiev/
Munir Ahmed Sangi,Kawish Television Network,"May 29, 2006",Pakistan,https://cpj.org/data/people/munir-ahmed-sangi/
Munir Turay,freelance,"January, 1999",Sierra Leone,https://cpj.org/data/people/munir-turay/
Munsuf Abdallah al-Khaldi,Baghdad TV,"March 7, 2006",Iraq,https://cpj.org/data/people/munsuf-abdallah-al-khaldi/
Murad Mirza,Cira TV,"July 11, 2024",Iraq,https://cpj.org/data/people/murad-mirza/
Murodullo Sheraliev,Sadoi Mardum,"May 5, 1992",Tajikistan,https://cpj.org/data/people/murodullo-sheraliev/
Musa Abdul Kareem,Fasanea,"July 31, 2018",Libya,https://cpj.org/data/people/musa-abdul-kareem/
Musa Anter,Özgür Gündem,"September 20, 1992",Turkey,https://cpj.org/data/people/musa-anter/
Musa Khankhel,Geo TV and The News,"February 18, 2009",Pakistan,https://cpj.org/data/people/musa-khankhel/
Musa Mohamed,Raja FM,"January 25, 2015",South Sudan,https://cpj.org/data/people/musa-mohamed/
Musab Mahmood al-Ezawi,Al-Sharqiya,"September 13, 2008",Iraq,https://cpj.org/data/people/musab-mahmood-al-ezawi/
Mushtaq Ali,Agence France-Presse and Asian News International,"September 10, 1995",India,https://cpj.org/data/people/mushtaq-ali/
Mushtaq Khand,Dharti Television Network and Mehran,"October 7, 2012",Pakistan,https://cpj.org/data/people/mushtaq-khand/
Mustaf Abdi Noor,Freelance,"November 1, 2015",Somalia,https://cpj.org/data/people/mustaf-abdi-noor/
Mustafa Abada,Algerian State Television,"October 14, 1993",Algeria,https://cpj.org/data/people/mustafa-abada/
Mustafa Abdul Hassa,Shaam News Network,October 2015 - June 2016,Syria,https://cpj.org/data/people/mustafa-abdul-hassa/
Mustafa al-Sarut,"Freelance,Focus Aleppo Magazine,TRT World","November 30, 2024",Syria,https://cpj.org/data/people/mustafa-al-sarut/
Mustafa Ayyad,"Freelance,Al Jazeera","May 6, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/mustafa-ayyad/
Mustafa Bahr,Palestine Breaking News,"March 31, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/mustafa-bahr/
Mustafa Gaimayani,Kirkuk al-Yawm and Hawal,"July 16, 2007",Iraq,https://cpj.org/data/people/mustafa-gaimayani/
Mustafa Jeha,Al-Amal,"January 15, 1992",Lebanon,https://cpj.org/data/people/mustafa-jeha/
Mustafa Said,Kurdistan TV,"August 14, 2016",Iraq,https://cpj.org/data/people/mustafa-said/
Mustafa Salamah,Sama TV,"July 16, 2018",Syria,https://cpj.org/data/people/mustafa-salamah/
Mustafa Thuraya,Freelance,"January 7, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/mustafa-thuraya/
Muthanna Abdel Hussein,Al-Iraqiya,"March 10, 2014",Iraq,https://cpj.org/data/people/muthanna-abdel-hussein/
MVN Shankar,Andhra Prabha,"November 26, 2014",India,https://cpj.org/data/people/mvn-shankar/
Myat Thu Tan,Western News,"January 31, 2024",Myanmar,https://cpj.org/data/people/myat-thu-tan/
Myles Tierney,Associated Press Television News,"January 10, 1999",Sierra Leone,https://cpj.org/data/people/myles-tierney/
Mylvaganam Nimalarajan,"BBC, Virakesari, Ravaya","October 19, 2000",Sri Lanka,https://cpj.org/data/people/mylvaganam-nimalarajan/
Nabil Hasan al-Quaety,Freelance,"June 2, 2020",Yemen,https://cpj.org/data/people/nabil-hasan-al-quaety/
Nabil Ibrahim al-Dulaimi,Radio Dijla,"December 4, 2006",Iraq,https://cpj.org/data/people/nabil-ibrahim-al-dulaimi/
Nacer Ouari,Algerian State Television,"February 1, 1995",Algeria,https://cpj.org/data/people/nacer-ouari/
Nadezhda Chaikova,Obshchaya Gazeta,"March 30, 1996",Russia,https://cpj.org/data/people/nadezhda-chaikova/
Nadia Emad Al Sayed,Freelance,"October 27, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/nadia-emad-al-sayed/
Nadia Nasrat,Iraq Media Network/Diyala TV,"March 18, 2004",Iraq,https://cpj.org/data/people/nadia-nasrat/
Nafez Abdel Jawad,Palestine TV,"February 8, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/nafez-abdel-jawad/
Nahar Ali,Anirban,"April 21, 2001",Bangladesh,https://cpj.org/data/people/nahar-ali/
Nahúm Palacios Arteaga,TV Channel 5,"March 14, 2010",Honduras,https://cpj.org/data/people/nahum-palacios-arteaga/
Naïma Hammouda,Révolution Africaine,"August 2, 1995",Algeria,https://cpj.org/data/people/naima-hammouda/
Naimatullah Zaheer,Ariana News,"November 4, 2016",Afghanistan,https://cpj.org/data/people/naimatullah-zaheer/
Naimullah,Sinar Pagi,"July 25, 1997",Indonesia,https://cpj.org/data/people/naimullah/
Najem Abed Khudair,Al-Mada,"May 15, 2005",Iraq,https://cpj.org/data/people/najem-abed-khudair/
Naji Asaad,Tishreen,"December 4, 2012",Syria,https://cpj.org/data/people/naji-asaad/
Naji Jerf,"Hentah, Raqqa is Being Slaughtered Silently","December 27, 2015",Turkey,https://cpj.org/data/people/naji-jerf/
Namik Taranci,Gercek,"November 20, 1992",Turkey,https://cpj.org/data/people/namik-taranci/
Namir Noor-Eldeen,Reuters,"July 12, 2007",Iraq,https://cpj.org/data/people/namir-noor-eldeen/
Napoleon Salaysay,Mindanao Gazette,"November 23, 2009",Philippines,https://cpj.org/data/people/napoleon-salaysay/
Naqshin Hamma Rashid,Atyaf,"October 29, 2006",Iraq,https://cpj.org/data/people/naqshin-hamma-rashid/
Narcisse Orédjé,Radio Cefod,"October 20, 2022",Chad,https://cpj.org/data/people/narcisse-oredje/
Narendra Dabholkar,Sadhana,"August 20, 2013",India,https://cpj.org/data/people/narendra-dabholkar/
Nasrullah Gadani,Awami Awaz Newspaper,"May 24, 2024",Pakistan,https://cpj.org/data/people/nasrullah-gadani/
Nasrullah Khan Afridi,Pakistan Television and Mashriq,"May 10, 2011",Pakistan,https://cpj.org/data/people/nasrullah-khan-afridi/
Nasseredine Lekhal,El-Massa,"November 30, 1994",Algeria,https://cpj.org/data/people/nasseredine-lekhal/
Nasteh Dahir Farah,freelance,"June 7, 2008",Somalia,https://cpj.org/data/people/nasteh-dahir-farah/
Natalya Alyakina,Focus and RUFA,"June 17, 1995",Russia,https://cpj.org/data/people/natalya-alyakina/
Natalya Estemirova,"Novaya Gazeta, Kavkazsky Uzel","July 15, 2009",Russia,https://cpj.org/data/people/natalya-estemirova/
Natalya Skryl,Nashe Vremya,"March 9, 2002",Russia,https://cpj.org/data/people/natalya-skryl/
Nathan S. Dabak,The Light Bearer,"April 24, 2010",Nigeria,https://cpj.org/data/people/nathan-s-dabak/
Nava Raj Sharma,Kadam,"June 1, 2002",Nepal,https://cpj.org/data/people/nava-raj-sharma/
Navin Nischal,Dainik Bhaskar,"March 25, 2018",India,https://cpj.org/data/people/navin-nischal/
Nawras al-Nuaimi,Al-Mosuliya TV,"December 15, 2013",Iraq,https://cpj.org/data/people/nawras-al-nuaimi/
Nazar Abdulwahid al-Radhi,Aswat al-Iraq and Radio Free Iraq,"May 30, 2007",Iraq,https://cpj.org/data/people/nazar-abdulwahid-al-radhi/
Nazih Darwazeh,APTN,"April 19, 2003",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/nazih-darwazeh/
Nazim Babaoglu,Ozgur Gundem,"March 12, 1994",Turkey,https://cpj.org/data/people/nazim-babaoglu/
Nazim Dashdan,Freelance,"December 19, 2024",Syria,https://cpj.org/data/people/nazim-dashdan/
Néhémie Joseph,"Radio Panic FM,Radio Méga","October 10, 2019",Haiti,https://cpj.org/data/people/nehemie-joseph/
Nelson Carvajal Carvajal,Radio Sur,"April 16, 1998",Colombia,https://cpj.org/data/people/nelson-carvajal-carvajal/
Nevith Condés Jaramillo,El Observatorio del Sur,"August 24, 2019",Mexico,https://cpj.org/data/people/nevith-condes-jaramillo/
Nicanor Linhares Batista,Rádio Vale do Jaguaribe,"June 30, 2003",Brazil,https://cpj.org/data/people/nicanor-linhares-batista/
Nikolai Andrushchenko,Novy Peterburg,"April 19, 2017",Russia,https://cpj.org/data/people/nikolai-andrushchenko/
Niloy Neel,Freelance,"August 7, 2015",Bangladesh,https://cpj.org/data/people/niloy-neel/
Nils Horner,Sveriges Radio,"March 11, 2014",Afghanistan,https://cpj.org/data/people/nils-horner/
Nina Yefimova,Vozrozhdeniye,"May 9, 1996",Russia,https://cpj.org/data/people/nina-yefimova/
Niraz Saeed,Freelance,September 2016,Syria,https://cpj.org/data/people/niraz-saeed/
Noel Decina,Periodico Ini,"November 23, 2009",Philippines,https://cpj.org/data/people/noel-decina/
Noel López Olguín,Freelance,March 2011,Mexico,https://cpj.org/data/people/noel-lopez-olguin/
Noel Villarante,DZJV Radio and Laguna Score,"August 19, 2003",Philippines,https://cpj.org/data/people/noel-villarante/
Noor Hakim Khan,Daily Pakistan,"June 2, 2007",Pakistan,https://cpj.org/data/people/noor-hakim-khan/
Noramfaizul Mohd,Bernama TV,"September 2, 2011",Somalia,https://cpj.org/data/people/noramfaizul-mohd/
Norbert Zongo,L'indepéndent,"December 13, 1998",Burkina Faso,https://cpj.org/data/people/norbert-zongo/
Norberto Miranda Madrid,Radio Visión,"September 23, 2009",Mexico,https://cpj.org/data/people/norberto-miranda-madrid/
Norma Sarabia Garduza,"Tabasco Hoy,Diario Presente","June 11, 2019",Mexico,https://cpj.org/data/people/norma-sarabia-garduza/
Norvey Díaz,Radio Colina,"October 18, 1996",Colombia,https://cpj.org/data/people/norvey-diaz/
Noufel al-Shimari,Al-Shaabiya,"October 12, 2006",Iraq,https://cpj.org/data/people/noufel-al-shimari/
Nour Abu Oweimer,Freelance,"October 3, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/nour-abu-oweimer/
Nour al-Din Al-Hafiri,Freelance,"September 29, 2013",Syria,https://cpj.org/data/people/nour-al-din-al-hafiri/
Noureddine Hashim,Al Etihad Press,"March 8, 2015",Syria,https://cpj.org/data/people/noureddine-hashim/
Novruzali Mamedov,Talyshi Sado,"August 17, 2009",Azerbaijan,https://cpj.org/data/people/novruzali-mamedov/
Nowroz Ali Rajabi,1TV,"April 30, 2018",Afghanistan,https://cpj.org/data/people/nowroz-ali-rajabi/
Nun Chan,Samleng Yuvachun Khmer,"September 6, 1994",Cambodia,https://cpj.org/data/people/nun-chan/
Nur Muse Hussein,Radio IQK,"May 26, 2009",Somalia,https://cpj.org/data/people/nur-muse-hussein/
Obada Ghazal,SMART News Agency,"September 26, 2015",Syria,https://cpj.org/data/people/obada-ghazal/
Obed Bazimaziki,Le Flambeau,"April 11, 1994",Rwanda,https://cpj.org/data/people/obed-bazimaziki/
Obed Nangbatna,Télé Tchad,"May 25, 2019",Chad,https://cpj.org/data/people/obed-nangbatna/
Obeida abu Omar,Damaski Media Agency,"March 21, 2018",Syria,https://cpj.org/data/people/obeida-abu-omar/
Octavio Rojas Hernández,El Buen Tono,"August 11, 2014",Mexico,https://cpj.org/data/people/octavio-rojas-hernandez/
Ogulsapar Muradova,Radio Free Europe/Radio Liberty,September 2006,Turkmenistan,https://cpj.org/data/people/ogulsapar-muradova/
Okezie Amaruben,Newsservice,"September 2, 1998",Nigeria,https://cpj.org/data/people/okezie-amaruben/
Oksana Baulina,The Insider,"March 23, 2022",Ukraine,https://cpj.org/data/people/oksana-baulina/
Oksana Haidar,,"March 11-April 7, 2022",Ukraine,https://cpj.org/data/people/oksana-haidar/
Ola Al Dahdouh,Sawt Al Watan,"May 31, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ola-al-dahdouh/
Ola Atallah,Freelance,"December 9, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/ola-atallah/
Oleksandra Kuvshynova,Fox News,"March 14, 2022",Ukraine,https://cpj.org/data/people/oleksandra-kuvshynova/
Olim Zarobekov,Tajikistan Radio,"May 7, 1992",Tajikistan,https://cpj.org/data/people/olim-zarobekov/
Olimjon Yorasonov,Unknown,June or July 1993,Tajikistan,https://cpj.org/data/people/olimjon-yorasonov/
Olimpio Jalapit Jr.,DXPR Radio,"November 17, 2000",Philippines,https://cpj.org/data/people/olimpio-jalapit-jr/
Olivier Quemener,Freelancer,"February 1, 1994",Algeria,https://cpj.org/data/people/olivier-quemener/
Olivier Voisin,Freelance,"February 24, 2013",Syria,https://cpj.org/data/people/olivier-voisin/
Omar Abdul Qader,Al-Mayadeen,"March 8, 2014",Syria,https://cpj.org/data/people/omar-abdul-qader/
Omar Al Dirawi,Fourth Estate,"January 3, 2025",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/omar-al-dirawi/
Omar Ezzi Mohammad,Al-Maraweah Radio Broadcasting Center,"September 16, 2018",Yemen,https://cpj.org/data/people/omar-ezzi-mohammad/
Omar Ouartilan,El-Khabar,"October 3, 1995",Algeria,https://cpj.org/data/people/omar-ouartilan/
Omar Rasim al-Qaysi,Al-Anbar TV,"December 12, 2010",Iraq,https://cpj.org/data/people/omar-rasim-al-qaysi/
Omidreza Mirsayafi,Rooznegar,"March 18, 2009",Iran,https://cpj.org/data/people/omidreza-mirsayafi/
Onifade Emmanuel Pelumi,Gboah TV,"October 24-30, 2020",Nigeria,https://cpj.org/data/people/onifade-emmanuel-pelumi/
Orel Sambrano,ABC de la Semana and Radio América,"January 16, 2009",Venezuela,https://cpj.org/data/people/orel-sambrano/
Orhan Hijran,Al-Rasheed,"October 21, 2009",Iraq,https://cpj.org/data/people/orhan-hijran/
Orkhan Dzhemal,The Investigations Management Centre (TsUR),"July 30, 2018",Central African Republic,https://cpj.org/data/people/orkhan-dzhemal/
Orlando “Dondon” Dinoy,"Newsline Philippines,Energy FM","October 30, 2021",Philippines,https://cpj.org/data/people/orlando-dondon-dinoy/
Orlando Sierra Hernández,La Patria,"February 1, 2002",Colombia,https://cpj.org/data/people/orlando-sierra-hernandez/
Osama al-Habaly,Abounaddara Collective,Date Unknown,Syria,https://cpj.org/data/people/osama-al-habaly/
Osama Jumaa,Images Live,"June 5, 2016",Syria,https://cpj.org/data/people/osama-jumaa/
